season_avg,recent_form,opponent_defense_rating,line,minutes_played,usage_rate,position,day_of_week,is_home,target,sport
31.74466828259461,0.4847308902701719,1.2945411338478716,33.897939597389474,31.822179816344573,18.088367408135554,PF,5,1,0,PROPS
23.830794196153388,0.8189211559447487,1.2388135746583226,23.57250851524239,29.455586692753005,24.804928961217087,PF,4,1,0,PROPS
12.197477998478025,0.5219360449650241,1.2379700838535186,12.196516371222444,34.57636765995976,26.696352492901703,C,6,0,0,PROPS
21.871307472527363,0.9633806016681159,0.792072120729952,17.80400095563676,21.128611408813637,15.70630811875316,PG,5,1,0,PROPS
24.363512402674992,0.8272424895484793,1.0277827615024964,20.427727497735205,25.24008590663881,20.23101591924447,SF,4,1,0,PROPS
12.643380536028792,0.6352527846373608,1.1284057968092966,14.798876709859046,28.42939109628378,31.91171224086849,PF,1,1,0,PROPS
13.332082941452105,0.3871211567970695,1.2803623398021051,13.9501570028381,30.771980772221905,27.411201603801914,C,6,1,0,PROPS
30.21816879822266,0.734581800542524,0.9036159885170839,30.160843511116557,20.853480359203775,16.133716860244554,SF,2,0,0,PROPS
15.856643016418385,0.6582938408296597,1.17608986804942,18.27258968020978,26.109498291766265,15.302217044998107,SG,4,0,0,PROPS
30.033658557157914,0.828144436218949,1.0771496578493882,29.280372875209093,32.452953193343035,15.03269894927589,C,5,1,0,PROPS
10.754056865106635,0.3904810401639555,1.274996082901716,12.52311053207747,23.58121985896808,20.253453935193313,SF,6,0,0,PROPS
27.38873076300122,0.5790440952778192,0.8286792823731157,31.024544343748353,27.990722174917668,25.523320342537346,PG,6,1,0,PROPS
14.87915952566034,0.6870387073176922,1.0773967683294299,12.291108317593759,37.36867481144022,19.9990260294407,C,4,1,1,PROPS
33.3248938775689,0.31500401065924466,1.048110897069566,33.70525462623543,30.154406087802762,28.267343060246688,SF,6,0,0,PROPS
18.937586575013295,0.869241489860265,1.1304430898281481,20.250038987333845,27.80140193427353,22.20023745004481,PG,2,0,0,PROPS
7.757815533698203,0.8311143749709813,0.9915772324411087,9.029830414330863,34.854607178442386,30.160299578289624,SF,6,0,0,PROPS
14.087898199360064,0.3543221869951351,1.0640860029440695,11.313853586019546,33.85897714144196,32.08574929434461,SF,3,1,0,PROPS
8.821157817110901,0.7960684525047133,0.9053211849143904,9.838717409259852,24.826975620443505,32.78232471107006,SG,4,1,0,PROPS
26.511365763689874,0.8902288647384231,0.7498122425113595,27.144173260185354,31.02541299700424,34.83340112493774,PF,1,1,0,PROPS
20.248738552593274,0.7359098354117174,1.2703962939086173,17.435854747961766,21.514061019896545,25.836000198800914,PF,6,0,0,PROPS
10.256376312883742,0.8891078944999873,0.9551995888755209,10.169569526533294,36.680643496532554,31.283761628862038,SG,1,1,0,PROPS
28.122177172576443,0.7981112591557668,1.0506519751665861,28.673424235244664,20.513981789581717,15.375645470702189,SF,2,0,0,PROPS
13.435757447383791,0.5354329528268646,1.0076116940081414,11.77037112329032,38.00953604444405,30.48171945862897,SG,5,1,0,PROPS
25.010022415496024,0.8416705129104127,1.053580364368389,24.92775791460515,37.75715209389865,24.67868102131305,SG,6,1,0,PROPS
22.538572828725925,0.4292146965545688,1.233774711501511,20.57652342357052,23.496784180723438,28.030868447865753,SF,0,1,0,PROPS
14.284527885803502,0.8709708059636019,0.8217323469523579,12.795150341645678,31.829811557781188,27.823936181585772,PF,0,1,0,PROPS
25.820364675394096,0.3514594398318874,0.9305455006785134,22.90821980441931,32.734417702508935,16.75960266127193,SG,1,0,0,PROPS
18.10564261809383,0.6075307719919374,1.146585668392771,14.725023046095673,39.237785246030185,16.180010373087676,SF,1,1,0,PROPS
12.913354596723172,0.3850019782703607,0.7581674733605624,13.257179516856832,36.856232382060305,31.38113642183653,PG,5,0,0,PROPS
6.489802512348048,0.37343821918440495,0.7984191714909552,5.2191349789622015,34.75134854437892,22.398049445631266,SF,0,0,0,PROPS
13.120554491026416,0.5672762031887182,0.8471535889320965,15.230590907367816,30.12933109030851,24.84649669614207,SG,3,1,0,PROPS
11.052991463625848,0.5154777428998636,0.8069717916314622,13.25204055923507,23.509581898707715,15.332384406840154,PG,5,1,0,PROPS
14.545118621905349,0.47960033412498737,0.7884385886560742,16.668091192465774,29.536653657977045,23.52504996205194,PG,1,0,0,PROPS
6.790421839534499,0.7181105427649443,0.9847842206247547,5.478914423083805,38.539435136163064,18.41909288866761,C,0,0,1,PROPS
29.3723463202816,0.7097492851013898,1.066025911063079,28.398434834428482,23.419488850182134,15.897036410843912,SG,0,0,0,PROPS
7.455552293044917,0.7963743438502118,1.1667546721188657,6.733446824099848,26.25197492469749,25.6756132512286,PF,4,0,0,PROPS
19.877616165033288,0.753042675470232,0.9269633590152748,20.49963743242565,26.095515708968033,33.97646648864459,PF,1,1,0,PROPS
28.503084076938737,0.6530752418184241,1.072563459021749,31.664698283895454,38.15631771923272,23.353916996398773,PF,5,0,0,PROPS
31.15686523985476,0.4814824553995767,0.8161363202086442,29.481887344613813,34.30366878935482,22.29437592550211,PG,4,0,0,PROPS
19.02858029608573,0.801336027307981,1.0811080241594218,15.928521897273205,33.5437651692919,29.53731539262277,SF,3,0,1,PROPS
12.130716487431195,0.4814006972516489,0.7009172020874598,13.892815748166527,23.025117884591996,24.933245928048848,SF,1,0,0,PROPS
32.76741108625415,0.7829111637071768,1.2564146028522902,37.65155049665658,27.615380496298307,32.00244756422052,PF,0,0,0,PROPS
14.50781742444939,0.7623043923929876,1.028876343181837,16.114984815394337,30.814114403598758,22.028790342539118,SG,0,1,0,PROPS
9.467167421006806,0.9317553489813779,0.7653798075574393,9.173730693220234,23.842753300125224,34.189454688525814,PF,2,1,0,PROPS
21.87159698370394,0.808417314941271,1.1425529083137542,19.85760809368722,23.823676914332708,29.264683922540677,C,6,1,0,PROPS
27.039675791359425,0.8418557013114156,1.1106562154637751,31.012967842082254,24.86346717192776,25.68321888119668,SG,4,1,0,PROPS
14.48203339345717,0.8655805543840214,1.2238892416180858,16.643440532013877,36.19719922619793,23.383120298212745,SG,4,0,1,PROPS
11.79562998366006,0.8388637419649079,1.0597669541943855,12.789278551225829,32.59394176462018,18.460361905276915,C,3,1,0,PROPS
29.67647190918138,0.6877100041889948,1.0434699234031906,32.98777245519166,29.288588160675282,17.44703627952949,PG,3,0,0,PROPS
33.55999975740109,0.7660092943603451,0.863028421965417,35.42295793665785,28.64131223687697,20.787073699586905,SG,5,0,0,PROPS
6.948236877323598,0.676081166360117,0.8605340183520331,7.567980438370103,27.97845116754187,20.06925993231307,PF,2,0,0,PROPS
21.98185735015947,0.6138123467903887,1.0364180795702007,18.541561869719494,28.192337314422964,21.281634693151492,C,4,0,0,PROPS
29.75130815617096,0.9175866799209849,1.1560353236155825,34.22977778332631,29.187305613939657,25.59760245243747,SG,3,0,0,PROPS
15.325685655698912,0.9644442479370838,0.9673204745260908,15.187801723131102,20.890679300350868,15.930621917577202,PF,0,0,0,PROPS
17.783928487228458,0.8567819072124183,0.9495481211946442,18.427295821085295,34.05219564294061,31.207950707967907,PG,6,1,0,PROPS
6.984090087734111,0.6318748775590161,1.2638932511615657,5.949460928048984,33.21413205056096,20.516179598016183,PG,6,0,1,PROPS
31.557947902488223,0.4757669712616138,0.7383696392549535,25.472017161371575,26.568563238534388,34.986620061979195,PG,2,0,0,PROPS
7.4531990537937345,0.7442310852539361,1.166324857944786,6.071643226524724,33.32828341818958,16.795929222863755,SF,1,0,0,PROPS
29.759341100818855,0.9995019888183398,0.8846818427966846,26.727862831370395,37.90067976579949,33.76380608687362,C,2,1,1,PROPS
5.564684453530477,0.7755742018424379,1.107440636538113,5.504222705077654,35.273577857852956,24.12025303297367,C,1,0,0,PROPS
7.769731923859818,0.37844605274999427,0.74150903438429,8.235659747987498,39.52365504707666,34.060502776659455,C,4,0,0,PROPS
17.39951169506911,0.47544148299528416,1.013726322133504,17.048817620678008,32.17168552322781,29.67786573581983,PF,3,0,0,PROPS
18.76290563650832,0.8269776405743203,1.2270943516235824,21.03555724325158,33.37300268904412,26.5542315220585,C,0,1,0,PROPS
20.5554955498271,0.5892175731042018,0.8046267361105547,17.11412627320609,28.164754319570108,16.109436011417383,C,3,1,0,PROPS
17.93931663050417,0.9614381633748308,0.7327600250871877,14.43313334068388,32.04788874254386,24.83434960042586,SG,5,1,0,PROPS
12.51883020879767,0.4241528560872829,1.0157958961109839,14.998917413182047,31.633398134942006,34.86938359002254,SG,6,0,0,PROPS
31.934686423665603,0.9221157669127746,0.8721763194647972,28.014050300772112,37.47960316243047,25.53347794589901,SF,3,1,0,PROPS
30.90819769448275,0.5060451457555,0.8393240914847087,35.08061310063519,22.70842595503398,27.454734802795837,PG,6,1,0,PROPS
29.574286526486077,0.6275381173962984,1.1200472674334037,24.569296454875193,37.58553060313612,20.437001246529718,SG,4,0,0,PROPS
11.305453318160104,0.6060735909731342,1.051066797581293,11.280620965143962,36.777827158966616,19.804151345358896,PG,5,0,0,PROPS
24.288342118064566,0.5393721592480685,0.856329735653389,20.323739413157806,39.620338374409414,31.018602316229853,SG,4,1,0,PROPS
20.530799907389458,0.9739032853262113,1.0094336044610266,16.630077793219,32.123212830220126,15.405099832334896,SF,3,0,1,PROPS
29.82875740223958,0.4720756661899903,0.8749212561486396,32.8599046239809,23.77562241570648,31.371269891753528,SF,2,1,0,PROPS
31.962436854466358,0.7900267557490448,0.8808377607597895,32.09316920985636,20.330059880911428,22.91591797905667,SF,4,0,0,PROPS
32.294726274051825,0.8097725354128469,1.105160767137252,26.727508487787325,38.673856742840414,20.205466880060406,SG,0,0,1,PROPS
23.272126851602703,0.8123699253506234,1.0766776305853185,20.083556340059918,29.92552517321114,19.243807994221143,PG,4,0,0,PROPS
15.423078152925966,0.3058926310202867,1.231756854299527,13.165870299930848,33.80386571680721,32.251785555420405,SF,4,0,0,PROPS
10.089237416833912,0.5427139083667035,1.1774770219662443,8.272972612644619,37.300375731988254,29.909704355928213,PG,0,0,1,PROPS
32.35468835921903,0.6923773084764148,0.9547798287825322,37.83050935938515,29.467393565403036,20.142822575144002,C,4,0,0,PROPS
6.0936740516411225,0.5283721471764207,0.8607865737815142,5.280931598332262,34.6435001280886,19.373869388597342,PF,0,0,0,PROPS
13.745531630517116,0.3004303049654519,1.1131559382474414,16.208727581428107,20.317686856493005,34.508557926994115,PG,6,0,0,PROPS
6.955586708419109,0.5146619146141427,0.9015191009581143,6.447701171571886,29.1308919748395,25.576222911572554,SF,2,1,0,PROPS
18.509457556164687,0.5070605425540351,1.0637166382179064,15.356292465077352,23.177118717163154,17.539152486640404,SF,6,0,0,PROPS
16.58689843520554,0.6756859909901,1.0783669222037187,15.793702640200248,32.12295803999598,20.160152041547487,C,0,1,0,PROPS
6.084299243661034,0.8841145589444794,1.1055513577384222,6.417730902412605,29.08986493958757,24.95268223923962,SG,6,0,0,PROPS
8.47598447437273,0.9804865442513986,1.2510249448704203,9.283866730343329,32.587304069763846,28.585485048077743,SG,6,0,1,PROPS
34.53836764378818,0.6120503621314961,0.7823430404734786,29.316093928227982,28.447915524672567,16.58960000627948,C,3,0,0,PROPS
13.927477240502187,0.6913493675559432,0.706375065938601,16.241191920751774,21.865730542757422,22.25090792114477,PG,3,0,0,PROPS
30.084178423829407,0.8831523082835027,0.7847576242059253,35.69085650737622,35.740026130654705,25.966024271114414,PG,6,0,0,PROPS
13.490756546841665,0.5927321081800178,1.075845205153468,12.567380015026286,38.74342558599198,22.910043230526707,SF,5,0,0,PROPS
23.6167717516174,0.45413548163842954,1.063096690249648,22.375657663524148,30.312810762858923,32.28905933799444,C,2,0,0,PROPS
14.724046763921464,0.3151648617232476,1.0186896541572261,15.367435180336486,28.831893348603582,16.003701302491102,PG,3,1,0,PROPS
15.073090299415824,0.502501422645116,1.1917092042015118,16.113456050948646,21.048031963137056,34.891906855774565,SG,6,0,0,PROPS
10.132803174996269,0.5730584763485744,0.8124301514711311,9.9925157010405,37.808701409681035,26.601983906711315,SG,2,0,0,PROPS
28.528419271121805,0.7043137774004974,1.2862936295494758,23.46166661062601,31.474973250549994,26.08461746296606,C,2,0,0,PROPS
33.391663883104755,0.8048168851398032,1.0286860155321778,28.639848502628052,21.38224777487579,25.34162665682545,SG,3,0,0,PROPS
9.623118463348344,0.3962670954122933,1.1896417323578599,8.26072180024385,38.33496165889653,26.410045492012884,PG,6,1,0,PROPS
9.753565356627139,0.7620910397219725,0.8244995223768685,8.535887894123494,24.48191663378265,27.079803456342546,PG,3,0,0,PROPS
15.410215809326779,0.4193538767430937,1.1712294784924278,18.070692358843978,26.058466271544628,25.644068097249068,PG,3,0,0,PROPS
32.21857424142232,0.4523831509599985,0.9928807889985832,30.314341655215177,38.23999380938407,34.67934127115021,SG,2,1,0,PROPS
32.41465834716644,0.422477287241326,0.7118089506186908,33.879786309090235,20.27987026594548,20.65684744308308,SF,5,1,0,PROPS
29.36585599478926,0.6632537796082816,0.8973680485442076,31.98751133444184,32.811167819216166,15.673869593770162,PF,3,1,0,PROPS
19.916157499384006,0.7645566237024817,0.99059526528571,17.0412250736356,39.632207146636176,26.31082805917859,SF,5,1,1,PROPS
