home_elo,away_elo,home_form,away_form,home_advantage,h2h_home_winrate,h2h_away_winrate,home_injury_impact,away_injury_impact,market_home_prob,market_away_prob,day_of_week,season_progress,is_playoffs,target,sport
1458,1525,0.7849851471547891,0.8998289633755305,0.1,0.6409666166253554,0.35903338337464463,0.019831461940945785,0.3273203882029097,0.5291467491982969,0.47085325080170315,5,0.09601661746470902,0,0,NHL
1574,1427,0.8793503634520532,0.4878367613290403,0.1,0.2997924425848042,0.7002075574151958,0.21798792480117066,0.15786710388267783,0.4449284650504662,0.5550715349495339,2,0.6036166357609178,1,1,NHL
1540,1403,0.2361504829982403,0.564915229964279,0.1,0.8499533154556048,0.15004668454439518,0.22692740480671325,0.21625081527265444,0.348540185421317,0.651459814578683,1,0.9792584003545645,1,0,NHL
1535,1548,0.4977992773289056,0.47408770584514925,0.1,0.8879620859214229,0.1120379140785771,0.16307290092620047,0.33635348985558805,0.5115185574069723,0.4884814425930277,4,0.9559771867146585,0,1,NHL
1519,1408,0.609572046890824,0.4747510756074807,0.1,0.28386516532909334,0.7161348346709067,0.13631249812743307,0.37023786528497743,0.36624746150141285,0.6337525384985871,3,0.47168792034856377,0,1,NHL
1441,1587,0.8645160912788146,0.23043018232064702,0.1,0.8029082965194972,0.19709170348050276,0.01661364501954874,0.11486230397249307,0.3162660342476176,0.6837339657523824,6,0.21779485728199677,0,1,NHL
1559,1490,0.5652167931985359,0.6921980475743432,0.1,0.6029167514384037,0.39708324856159627,0.1723963151955631,0.1499060398130471,0.6498236307922506,0.3501763692077494,6,0.6815547002746879,0,1,NHL
1469,1442,0.6293020586069251,0.7749341764112128,0.1,0.7257515680010479,0.2742484319989521,0.11473467135061277,0.007454551047552105,0.5209850890571857,0.47901491094281434,2,0.9227196346453072,1,1,NHL
1560,1594,0.5866119278949977,0.8151610741529651,0.1,0.41442617292082995,0.58557382707917,0.2983735232202451,0.3538148907557882,0.5332228547379265,0.4667771452620735,0,0.1403507265374342,0,0,NHL
1496,1525,0.7538361676460892,0.5062243404554352,0.1,0.5447481295019455,0.4552518704980545,0.20597347680250386,0.16422208042442415,0.4865766467277086,0.5134233532722914,2,0.8582689740261005,0,1,NHL
1442,1546,0.5785985009548598,0.230016719442261,0.1,0.1894689778136768,0.8105310221863232,0.2922830069519013,0.36307629460405055,0.6668174628105911,0.33318253718940893,6,0.07342758067352151,0,1,NHL
1533,1411,0.45540689727105055,0.6486890051871812,0.1,0.7935158623965738,0.2064841376034262,0.35646613892826434,0.3819216251472153,0.39363982921168217,0.6063601707883178,4,0.184861275636924,0,0,NHL
1444,1531,0.6140982904223464,0.7974055467517209,0.1,0.7035390272947105,0.2964609727052895,0.37152936938690906,0.18843418528490014,0.6826519825822879,0.3173480174177121,0,0.8447750850623962,0,0,NHL
1448,1542,0.6459494180987175,0.20869108884605447,0.1,0.17399489146458028,0.8260051085354198,0.04534997839647677,0.26347952734302366,0.6762720273909181,0.3237279726090819,1,0.9599805490063044,0,1,NHL
1402,1415,0.31906269890365296,0.7645051695754308,0.1,0.65559308854569,0.34440691145431,0.2762843668499607,0.2042214997736228,0.6162300415143575,0.38376995848564255,6,0.9463582557591996,0,0,NHL
1506,1514,0.31752602907431143,0.21889234089982898,0.1,0.5498168544493145,0.4501831455506855,0.3369947284693142,0.3134355397806441,0.677139464091371,0.32286053590862895,5,0.7659313116744385,0,1,NHL
1456,1472,0.7207354932148518,0.6952521640661671,0.1,0.7901305624717494,0.2098694375282506,0.1786138103528141,0.17971678399011926,0.4396985797079828,0.5603014202920171,4,0.6531720068313942,0,1,NHL
1424,1563,0.27223526351993554,0.5139783006011018,0.1,0.7344290834749999,0.2655709165250001,0.27556654879843595,0.11933474580110444,0.6606526180496316,0.3393473819503684,4,0.6102082522091077,0,0,NHL
1510,1418,0.6876583217137155,0.8211726939702282,0.1,0.38979358765630967,0.6102064123436903,0.019734943421285858,0.16783202219189733,0.3010010795509353,0.6989989204490648,3,0.8204695552545979,0,0,NHL
1506,1422,0.7594992973480108,0.6662844884251988,0.1,0.8945617919207578,0.1054382080792422,0.3685867754670531,0.3922537040390146,0.3309302914119504,0.6690697085880496,2,0.6591367442231952,0,1,NHL
1515,1437,0.8718795195991194,0.7738609298442587,0.1,0.8081962154980561,0.1918037845019439,0.19674301871449346,0.3925915945238302,0.5919755366748741,0.4080244633251259,1,0.7786401476476656,0,1,NHL
1580,1555,0.6554896064432003,0.6282063912611053,0.1,0.2945513021992795,0.7054486978007205,0.043942369400099594,0.3477441761631228,0.341787118976897,0.6582128810231029,4,0.08364865369148466,0,1,NHL
1470,1500,0.7537630092051515,0.21532432602151852,0.1,0.2057748118260313,0.7942251881739687,0.19504433705108984,0.11743908469712201,0.40653268747660865,0.5934673125233914,2,0.30614543043438636,0,1,NHL
1422,1479,0.49641739326190526,0.2760585999477092,0.1,0.7932999253311904,0.20670007466880957,0.0025217125960890654,0.06070650095740087,0.5154906181395398,0.4845093818604602,6,0.34154580351007335,0,1,NHL
1433,1501,0.7494146710294436,0.3783925657844792,0.1,0.5519962552803486,0.44800374471965143,0.364687790975552,0.19104360369910167,0.5760245968937836,0.4239754031062164,1,0.8761821747238003,0,1,NHL
1598,1568,0.3582339389014517,0.8319253161416762,0.1,0.678264580942752,0.321735419057248,0.3907375650600091,0.2234673009436714,0.43618621361881443,0.5638137863811856,2,0.4232645817612446,0,0,NHL
1504,1589,0.5047437496762233,0.2838431528718399,0.1,0.7638259641636469,0.2361740358363531,0.19874682800598362,0.24653160658896356,0.5768720497270123,0.42312795027298766,1,0.03038959111592232,0,1,NHL
1566,1496,0.4073979783991772,0.5348029283832489,0.1,0.46727382149973173,0.5327261785002683,0.16886936509094985,0.3509849389108539,0.6395876204463107,0.3604123795536893,3,0.4578287694031118,0,0,NHL
1461,1470,0.5503643293543651,0.2978449761204798,0.1,0.6688679228336061,0.3311320771663939,0.3032801193582253,0.22877737351408275,0.3120984756538388,0.6879015243461613,6,0.3658854537208769,0,1,NHL
1529,1494,0.742864014154105,0.8025791343175017,0.1,0.6068726302922446,0.3931273697077554,0.27183864944922703,0.1865981854819223,0.4963170805439841,0.503682919456016,0,0.6897412558976019,0,1,NHL
1451,1458,0.25467130397470916,0.7804144466603948,0.1,0.6038223830276925,0.39617761697230747,0.17961564017444076,0.2761228056449121,0.3535116844724049,0.6464883155275951,5,0.44248879908019645,0,0,NHL
