home_elo,away_elo,home_form,away_form,home_advantage,h2h_home_winrate,h2h_away_winrate,home_injury_impact,away_injury_impact,market_home_prob,market_away_prob,day_of_week,season_progress,is_playoffs,target,sport
1417,1544,0.713398254013969,0.590648652775984,0.1,0.10157930696091802,0.898420693039082,0.06470590965556644,0.003988738024338812,0.45696686089844557,0.5430331391015544,2,0.11633813114443958,0,1,NFL
1463,1421,0.3022463397317625,0.5464786770495245,0.1,0.25738733381069845,0.7426126661893016,0.2471587199967399,0.16667884593172333,0.654330968437691,0.345669031562309,0,0.9236522546090913,0,1,NFL
1404,1406,0.8727412746006464,0.36093732446468774,0.1,0.7198430490782604,0.28015695092173964,0.20883527050217987,0.34521764937704835,0.5370096305054688,0.4629903694945312,3,0.3736879024746391,0,1,NFL
1518,1416,0.3583255584782293,0.847306588246848,0.1,0.4743120906986602,0.5256879093013398,0.21372071504246365,0.169646321182925,0.46101116379793056,0.5389888362020694,4,0.8140063302851211,0,0,NFL
1577,1415,0.5337712820346849,0.22299964470208083,0.1,0.49038785929275774,0.5096121407072423,0.11409816954045904,0.097952643532216,0.3010463881167185,0.6989536118832815,4,0.7651747993093606,0,1,NFL
1564,1556,0.6823206564160913,0.7146573625663115,0.1,0.6124677382910557,0.3875322617089443,0.08981821888593206,0.2055214140036895,0.4629821010462,0.5370178989537999,5,0.1701684403305379,0,1,NFL
1458,1514,0.8344079192909384,0.7780023823417626,0.1,0.790685846104184,0.20931415389581598,0.007910103943737479,0.31536799399935855,0.364524779614972,0.635475220385028,5,0.5619076302494579,0,1,NFL
1465,1508,0.7669246809109351,0.4682481142287068,0.1,0.5185446233349355,0.48145537666506455,0.24556085265984923,0.22551043423691702,0.5388716512159655,0.4611283487840345,3,0.8320489842417104,0,1,NFL
1541,1522,0.6729300249133212,0.49718562465023314,0.1,0.12367298262121143,0.8763270173787886,0.3720489808847021,0.36786335168159234,0.6123371613689209,0.3876628386310791,0,0.32803770637360674,0,1,NFL
1584,1564,0.8435171401537884,0.29772592746907733,0.1,0.7639954256243655,0.2360045743756345,0.21189431374838388,0.35258087456687853,0.5748059711674323,0.42519402883256774,0,0.3106018938221591,0,1,NFL
1565,1573,0.25192543621955343,0.6408044156095392,0.1,0.6162546020788724,0.3837453979211276,0.22613935238673,0.022190643680716573,0.39665596714469065,0.6033440328553094,5,0.10426382730008854,0,0,NFL
1526,1549,0.2673525593640273,0.3665536572032607,0.1,0.8578427131952009,0.1421572868047991,0.34678366167222263,0.3792132898399915,0.47266944485474405,0.527330555145256,1,0.5349293645799381,0,1,NFL
1475,1498,0.3979284050941134,0.3569962742216827,0.1,0.41324517958668106,0.586754820413319,0.018833559344409157,0.32142819326805483,0.4063772230107959,0.5936227769892042,1,0.30756465586460957,0,1,NFL
1483,1588,0.6919141367065846,0.3629852063008996,0.1,0.6924708439014629,0.30752915609853715,0.03486066684155422,0.14552828081260208,0.5772432952392934,0.4227567047607066,3,0.4218941714355442,0,1,NFL
1481,1533,0.5739089291079132,0.7594391735003545,0.1,0.22947594296593934,0.7705240570340607,0.013755511840145607,0.37045801371472287,0.5326216151511364,0.4673783848488636,1,0.5259437615242599,0,0,NFL
1419,1519,0.6957069124117957,0.3155672473943011,0.1,0.3922903837536892,0.6077096162463108,0.2602035331024321,0.215481280475053,0.6647470528493167,0.3352529471506833,6,0.07236063694828843,0,1,NFL
1408,1413,0.7966905035469598,0.7803355829212109,0.1,0.638542423289105,0.36145757671089496,0.10575498101223708,0.2946548162032952,0.33995358124318437,0.6600464187568156,1,0.8788193374789308,0,1,NFL
1525,1435,0.26223145377304297,0.7062115481707523,0.1,0.46193035284796513,0.5380696471520349,0.207764239859884,0.05233510389940772,0.30566298958703403,0.694337010412966,2,0.3901643874479388,0,0,NFL
